raw_text,aspectTerms
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.","[{'term': 'staff', 'polarity': 'negative'}, {'term': 'Cafe Noir', 'polarity': 'positive'}]"
Pizza here is consistently good.,"[{'term': 'Pizza', 'polarity': 'positive'}]"
Salads are a delicious way to begin the meal.,"[{'term': 'Salads', 'polarity': 'positive'}]"
You should pass on the calamari.,"[{'term': 'calamari', 'polarity': 'negative'}]"
It is thick and slightly soggy.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Decor is charming.,"[{'term': 'Decor', 'polarity': 'positive'}]"
Service is average.,"[{'term': 'Service', 'polarity': 'neutral'}]"
What a great place.,"[{'term': 'place', 'polarity': 'positive'}]"
I came into the city to try out this restaurant because a friend had recommended it to my husband.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I would definitely recommend SEA if you like thai cuisine!,"[{'term': 'thai cuisine', 'polarity': 'positive'}]"
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,"[{'term': 'customer service', 'polarity': 'negative'}]"
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.","[{'term': 'gentleman', 'polarity': 'negative'}]"
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Never again!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I absolutely Loved this place.,"[{'term': 'place', 'polarity': 'positive'}]"
"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Excellent atmosphere, delicious dishes good and friendly service.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
this is can became on e of the NY Italian Food fare institutions.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I think that it is absolutely brilliant and well runned business operation.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The wine list is also really nice.,"[{'term': 'wine list', 'polarity': 'positive'}]"
A friend from Seattle and I went on a Thursday night around 8:30.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Everything was wonderful; food, drinks, staff, mileau.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'mileau', 'polarity': 'positive'}]"
I would highly recommend this place!,"[{'term': 'place', 'polarity': 'positive'}]"
I have been to Casimir over 5 times and I have always had a great time there.,"[{'term': 'Casimir', 'polarity': 'positive'}]"
The food is great and reasonably priced.,"[{'term': 'food', 'polarity': 'positive'}]"
"I have tried to make reservations, but both times, the hostess didn't have my name.","[{'term': 'hostess', 'polarity': 'negative'}]"
"If the weather is nice, try to snag an outside table.","[{'term': 'outside table', 'polarity': 'positive'}]"
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'unisex bathroom', 'polarity': 'negative'}]"
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.","[{'term': 'caviar', 'polarity': 'positive'}, {'term': 'waitstaff', 'polarity': 'positive'}]"
"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.","[{'term': 'waitstaff', 'polarity': 'positive'}]"
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,"[{'term': 'caviar', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
Nice Family owned traditional restaurant.,"[{'term': 'restaurant', 'polarity': 'positive'}]"
Fresh ingredients and everything is made to order.,"[{'term': 'ingredients', 'polarity': 'positive'}]"
I was pleasantly surprised to find this gem in Hoboken.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Friendly staff that actually lets you enjoy your meal and the company you're with.,"[{'term': 'staff', 'polarity': 'positive'}]"
My friends and I were on vacation in NY and was referred to Chance by a friend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I found the food to be outstanding, particulary the salmon dish I had.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'salmon dish', 'polarity': 'positive'}]"
"I also ordered the Change Mojito, which was out of this world.","[{'term': 'Change Mojito', 'polarity': 'positive'}]"
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.","[{'term': 'dim sum', 'polarity': 'neutral'}]"
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","[{'term': 'back patio', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]"
"Overall, excellent restaurant!","[{'term': 'restaurant', 'polarity': 'positive'}]"
i went to utsav about a yr ago with my family.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food was good.,"[{'term': 'food', 'polarity': 'positive'}]"
The place was nice and calm.,"[{'term': 'place', 'polarity': 'positive'}]"
but the service was a bit slow.,"[{'term': 'service', 'polarity': 'negative'}]"
I work around the corner and tried it with a colleague for the first time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The buffet had a nice selection.,"[{'term': 'buffet', 'polarity': 'positive'}]"
The food was average or above including some surprising tasty dishes.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}]"
Service was also very good.,"[{'term': 'Service', 'polarity': 'positive'}]"
I would go back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I got an excellent piece of cheesecake and we had several other nice pastries.,"[{'term': 'cheesecake', 'polarity': 'positive'}, {'term': 'pastries', 'polarity': 'positive'}]"
"I would recommend Roxy's for that, but not for their food.","[{'term': 'food', 'polarity': 'negative'}]"
My son and his girlfriend both wanted cheeseburgers and they were huge!,"[{'term': 'cheeseburgers', 'polarity': 'neutral'}]"
"But, they were too big for the bun.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.","[{'term': 'burgers', 'polarity': 'negative'}]"
Also they were $15 each!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I had a huge pastrami sandwich on a roll.,"[{'term': 'pastrami sandwich on a roll', 'polarity': 'neutral'}]"
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'place', 'polarity': 'positive'}]"
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'spice', 'polarity': 'negative'}]"
And the Tom Kha soup was pathetic.,"[{'term': 'Tom Kha soup', 'polarity': 'negative'}]"
If you want good authentic Thai this place is not the place to go.,"[{'term': 'Thai', 'polarity': 'negative'}]"
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","[{'term': 'food', 'polarity': 'positive'}]"
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.","[{'term': 'pesto pizza', 'polarity': 'positive'}, {'term': 'spicy Italian cheese', 'polarity': 'positive'}]"
"Conveniently located too, being right on Bedford ave.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.","[{'term': 'back garden sitting area', 'polarity': 'positive'}]"
I will definetly be going back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We had the lobster sandwich and it was FANTASTIC.,"[{'term': 'lobster sandwich', 'polarity': 'positive'}]"
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","[{'term': 'portion', 'polarity': 'positive'}, {'term': 'french fries', 'polarity': 'positive'}]"
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"[{'term': 'scallops', 'polarity': 'positive'}, {'term': 'sauce', 'polarity': 'positive'}]"
I recommend getting a reservation even though we saw people seated without one.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We waited at the bar and had martinis that were just right.,"[{'term': 'martinis', 'polarity': 'positive'}]"
We will be back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
love the food.,"[{'term': 'food', 'polarity': 'positive'}]"
it's the only place you can get yummy authentic japanese comfort food.,"[{'term': 'japanese comfort food', 'polarity': 'positive'}]"
it helps if you know what to order.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
and you can't beat the prices.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
highly recommended.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I've lived in NY for 5 years and this place has it all.,"[{'term': 'place', 'polarity': 'positive'}]"
"Great food, good size menu, great service and an unpretensious setting.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'setting', 'polarity': 'positive'}]"
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'lamb sausages', 'polarity': 'positive'}, {'term': 'sardines with biscuits', 'polarity': 'positive'}, {'term': 'large whole shrimp', 'polarity': 'positive'}, {'term': 'pistachio ice cream', 'polarity': 'positive'}]"
I'm glad I was introduced to this place and this is a rare gem in NY.,"[{'term': 'place', 'polarity': 'positive'}]"
"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The freshest, best variety, and the fastest delivery.","[{'term': 'delivery', 'polarity': 'positive'}]"
Also very inexpensive.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A great choice at any cost and a great deal.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The service was excellent and the food was delicious.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'ceviche mix (special)', 'polarity': 'positive'}, {'term': 'crab dumplings', 'polarity': 'positive'}, {'term': 'assorted sashimi', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}, {'term': 'rolls', 'polarity': 'positive'}, {'term': 'sake', 'polarity': 'positive'}, {'term': 'banana tempura', 'polarity': 'positive'}]"
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Definitely a great spot for a nice occasion or date.,"[{'term': 'spot', 'polarity': 'positive'}]"
"Average to good Thai food, but terrible delivery.","[{'term': 'Thai food', 'polarity': 'positive'}, {'term': 'delivery', 'polarity': 'negative'}]"
I've waited over one hour for food.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A Thai restaurant out of rice during dinner?,"[{'term': 'Thai restaurant', 'polarity': 'negative'}]"
